0,579
0,579
0,219
0,832
0,832
0,832
0,343
0,343
0,643
0,643
0,643
1,307
1,307
2,322
2,105
2,105
2,105
2,118
2,499
2,499
2,445
2,570
2,570
2,570
3,754
3,970
3,970
4,874
4,874
4,874
5,276
5,276
5,493
5,493
5,493
6,463
6,463
6,412
6,412
6,412
6,306
6,306
6,306
7,857
7,626
7,626
7,425
7,425
7,917
7,99
7,99
7,207
7,207
8,90
8,90
8,157
8,157
8,157
8,294
9,850
9,850
9,850
9,504
9,504
9,504
9,246
9,246
9,246
9,891
9,65
9,65
9,65
10,882
10,882
10,882
10,601
10,601
10,601
11,342
11,342
12,27
12,27
12,27
12,78
13,674
13,674
13,684
13,684
13,38
13,140
13,140
13,140
13,39
13,39
14,332
14,332
14,689
14,252
14,252
14,252
14,826
14,826
15,976
15,976
15,976
15,772
15,772
15,772
15,103
15,103
15,792
16,428
16,553
16,553
16,826
16,243
16,243
17,797
17,884
17,884
17,884
17,944
17,944
17,944
17,661
17,661
17,602
17,904
17,904
18,733
18,733
18,733
18,107
18,107
18,411
18,411
18,411
18,690
19,112
19,896
19,531
19,531
19,531
19,190
19,190
19,190
19,805
20,812
21,427
21,89
21,89
21,349
22,608
22,608
22,608
22,34
22,34
22,629
22,629
22,629
22,262
22,262
22,262
23,97
23,97
23,260
23,260
23,260
23,446
23,446
23,446
23,399
23,399
23,399
23,573
24,630
24,630
24,653
24,117
24,117
25,345
26,362
26,362
26,487
26,487
27,764
27,959
27,959
27,259
27,259
27,259
27,726
27,726
27,18
27,345
28,862
28,862
28,101
28,101
28,101
28,907
28,907
28,907
29,256
29,256
29,424
29,422
29,422
29,94
29,94
29,25
29,25
29,115
29,115
30,60
30,892
30,892
30,847
30,847
30,847
30,477
30,477
31,849
31,691
31,324
31,324
31,324
31,517
31,769
31,769
31,769
32,339
32,995
32,995
33,203
33,203
33,975
33,975
33,412
33,412
33,313
33,313
33,235
33,235
33,988
34,579
34,579
34,579
34,769
34,769
34,769
34,885
34,710
34,710
34,710
34,884
34,884
34,884
34,417
34,417
35,604
35,604
35,511
35,511
35,511
35,515
35,515
35,515
35,783
36,423
36,423
36,359
36,359
36,359
36,504
36,504
37,775
37,775
37,316
37,316
37,660
37,276
37,276
37,276
37,824
37,824
37,824
37,813
37,813
38,247
38,247
38,247
38,576
39,731
39,135
39,542
39,542
39,542
39,895
39,895
39,895
39,944
39,944
39,944
40,254
40,254
40,929
40,14
40,14
40,14
40,208
40,208
40,150
40,150
40,150
40,542
41,475
41,492
42,988
42,428
42,428
42,872
42,872
42,872
43,883
43,448
43,464
43,464
43,464
43,18
43,18
43,376
43,376
43,376
44,138
44,138
44,422
44,422
44,84
44,84
44,269
44,453
44,453
44,453
45,480
45,480
45,719
45,588
45,588
45,588
45,588
45,588
45,368
45,368
45,368
45,734
45,734
45,734
46,54
46,54
46,54
46,605
47,887
47,887
47,81
47,81
48,391
48,391
49,855
50,404
50,404
50,404
50,445
50,734
50,734
50,734
50,316
50,316
50,316
50,40
51,320
51,237
51,237
51,80
51,173
51,173
51,173
51,448
52,953
52,583
52,951
53,377
53,377
54,149
54,149
54,149
55,721
55,721
55,721
55,539
55,453
55,453
55,453
55,785
55,785
55,785
55,53
55,388
56,591
56,591
56,351
56,351
56,351
56,441
56,441
57,658
57,658
57,58
57,722
58,871
58,349
58,281
58,281
58,285
58,285
58,258
59,468
59,468
59,110
59,110
59,110
59,500
59,500
59,205
59,205
59,205
59,209
59,742
59,742
60,5
60,5
60,5
60,511
60,511
61,962
61,295
61,295
62,670
62,670
62,653
62,653
62,653
63,268
63,268
63,938
63,938
64,47
64,592
64,592
64,592
64,553
64,315
64,315
64,569
65,956
65,149
65,999
65,999
65,345
65,345
66,604
66,604
66,604
67,964
67,964
67,964
67,219
67,219
67,219
67,767
67,581
67,581
67,573
67,573
68,985
68,338
68,338
68,587
68,587
68,190
68,190
68,849
69,394
69,394
69,90
69,460
69,460
69,991
69,991
69,867
69,867
69,474
69,474
69,474
70,579
70,579
70,260
70,859
70,859
70,859
70,103
70,103
70,239
71,172
71,172
71,172
71,135
71,135
71,135
71,28
71,28
71,28
71,863
71,674
71,674
71,756
71,756
71,756
72,308
72,521
72,521
72,652
72,652
73,574
73,574
73,574
73,236
73,236
73,236
74,83
74,83
74,83
74,777
74,777
74,791
74,824
74,824
74,537
74,537
75,991
75,991
75,562
75,562
75,371
75,502
75,407
75,407
76,163
76,365
76,365
76,690
76,326
76,326
76,553
76,629
76,629
77,198
77,198
77,606
77,181
77,352
